"Json_ID","Size","McCabe","Readability","#Revisions"
"34735.json","4","1","0.7392376661300659","1"
"78216.json","3","1","0.7327952980995178","4"
"55036.json","3","1","0.3244161009788513","1"
"51878.json","4","2","0.3165997862815857","3"
"58930.json","8","2","0.6524592638015747","1"
"7703.json","3","1","0.0369257889688015","2"
"21328.json","3","1","0.7811756134033203","1"
"36678.json","3","1","0.3500991761684418","2"
"65684.json","12","2","0.03586938604712486","1"
"66628.json","4","1","0.43179574608802795","2"
"59161.json","6","2","0.7073866128921509","4"
"11545.json","3","1","0.6513699293136597","1"
"80553.json","5","1","0.644806444644928","1"
"72079.json","12","2","0.08898163586854935","1"
"10731.json","15","3","0.003224567975848913","2"
"36346.json","3","1","0.33093398809432983","1"
"1964.json","3","1","0.7837764024734497","2"
"17218.json","3","1","0.5625735521316528","2"
"20504.json","4","1","0.03037954308092594","3"
"14824.json","3","1","0.6169661283493042","1"
"34665.json","51","9","0.0","17"
"37995.json","8","1","0.25475776195526123","1"
"4584.json","18","3","0.001415264094248414","6"
"40819.json","3","1","0.12031003087759018","1"
"18838.json","3","1","0.4700186848640442","1"
"28118.json","3","1","0.7494836449623108","1"
"65283.json","3","1","0.5495255589485168","1"
"49489.json","3","1","0.00993816927075386","3"
"23538.json","11","3","0.017743811011314392","1"
"66779.json","7","2","0.41693830490112305","2"
"75147.json","17","3","0.277071088552475","20"
"51452.json","4","1","0.40276193618774414","3"
"29217.json","14","4","0.06939840316772461","1"
"8412.json","5","1","0.8366812467575073","1"
"22359.json","3","1","0.706653356552124","3"
"36599.json","3","1","0.09629327803850174","1"
"1804.json","4","1","0.37665897607803345","3"
"36785.json","27","3","3.293100744485855E-4","1"
"71863.json","10","2","0.06811627000570297","2"
"48588.json","4","1","0.407357394695282","3"
"56730.json","3","1","0.35077983140945435","1"
"82867.json","9","3","0.22655248641967773","5"
"32249.json","7","2","0.21310284733772278","2"
"47118.json","4","1","0.40276193618774414","3"
"57982.json","3","1","0.745085597038269","1"
"25936.json","8","1","0.25270897150039673","13"
"49274.json","4","1","0.3531748950481415","3"
"38940.json","3","1","0.1900191605091095","1"
"54023.json","3","1","0.3519657254219055","1"
"10359.json","9","3","0.20198948681354523","1"
"12361.json","3","2","0.8434057831764221","1"
"81500.json","17","4","0.05955221876502037","6"
"36527.json","3","1","0.13652107119560242","1"
"17016.json","3","1","0.49171456694602966","2"
"67794.json","4","1","0.7324648499488831","1"
"67081.json","3","1","0.23943594098091125","4"
"18219.json","6","1","0.2512398660182953","2"
"38196.json","3","1","0.5038524866104126","1"
"15836.json","11","2","5.531016504392028E-4","3"
"82573.json","35","6","0.011470787227153778","4"
"6809.json","6","1","0.16055002808570862","1"
"56656.json","4","1","0.40276193618774414","1"
"60715.json","4","1","0.5600746870040894","2"
"67861.json","135","32","0.0","23"
"29604.json","4","1","0.4843495488166809","4"
"3661.json","10","2","0.06111668795347214","2"
"55655.json","3","1","0.3244161009788513","1"
"55014.json","4","1","0.10780538618564606","1"
"51423.json","3","1","0.30017948150634766","3"
"62001.json","4","1","0.030274782329797745","1"
"43699.json","5","1","0.004665751475840807","2"
"56964.json","4","1","0.5748708844184875","1"
"75762.json","3","1","0.6804385781288147","4"
"67965.json","3","1","0.47024115920066833","1"
"48008.json","3","1","0.3072182238101959","3"
"33480.json","3","1","0.9520997405052185","1"
"21338.json","16","3","0.7165940403938293","4"
"18691.json","12","3","0.5674216747283936","4"
"3435.json","3","1","0.941373884677887","2"
"18166.json","3","1","0.5338010787963867","2"
"25811.json","28","4","0.01958642713725567","3"
"3798.json","3","1","0.8332181572914124","1"
"25134.json","4","1","0.45757418870925903","1"
"5367.json","3","1","0.6268136501312256","1"
"13952.json","3","1","0.007636676076799631","1"
"81431.json","6","1","0.40101248025894165","4"
"45569.json","3","1","0.9680630564689636","2"
"59373.json","12","4","0.033387042582035065","1"
"63745.json","5","1","0.5049628615379333","1"
"33737.json","33","5","0.008001027628779411","1"
"19947.json","4","1","0.1146630123257637","3"
"58774.json","6","2","0.8240882754325867","1"
"19320.json","3","1","0.7150514721870422","3"
"6565.json","4","1","0.9124301671981812","1"
"67956.json","9","2","0.18351148068904877","1"
"52882.json","3","1","0.12175510823726654","1"
"66500.json","3","1","0.7968907952308655","1"
"74638.json","13","1","0.1552690863609314","1"
"55772.json","3","1","0.0100548742339015","1"
"67835.json","4","1","0.4496256113052368","1"
"41231.json","6","2","0.3116282820701599","1"
"67355.json","8","1","0.0","4"
"9428.json","3","1","0.9346576929092407","1"
"75455.json","8","1","0.010362878441810608","2"
"51018.json","4","1","0.40276193618774414","3"
"60651.json","4","1","0.05587160587310791","2"
"32929.json","3","1","0.39007970690727234","4"
"48488.json","3","1","0.49116072058677673","3"
"68934.json","3","1","0.0015771539183333516","4"
"77726.json","3","1","0.8991447687149048","1"
"29133.json","11","4","0.09681333601474762","1"
"28766.json","3","1","0.7998988628387451","1"
"26602.json","8","1","0.09866254776716232","2"
"50525.json","4","1","0.32310962677001953","3"
"3754.json","3","1","0.8806297183036804","2"
"42593.json","3","1","0.39922788739204407","2"
"33972.json","6","1","0.0375298336148262","1"
"63410.json","15","3","0.03825654834508896","2"
"53913.json","4","1","0.40276193618774414","1"
"69200.json","6","1","0.032269448041915894","5"
"71424.json","17","3","0.007961691357195377","2"
"25498.json","8","1","0.0020686432253569365","1"
"70576.json","4","1","0.21144922077655792","2"
"38853.json","3","1","0.4373535215854645","1"
"74222.json","8","2","0.02776234783232212","1"
"77075.json","8","2","0.1863669604063034","4"
"61892.json","3","1","0.8051520586013794","2"
"30188.json","6","2","0.8432677388191223","1"
"48225.json","3","1","0.25996527075767517","3"
"31757.json","16","2","0.0","3"
"20959.json","3","1","0.8191402554512024","3"
"53938.json","3","1","0.6048014163970947","1"
"36078.json","3","1","0.4584880769252777","2"
"54440.json","4","1","0.5748708844184875","1"
"24386.json","6","2","0.6812721490859985","2"
"33195.json","51","9","0.0","3"
"21854.json","3","1","0.7324844598770142","3"
"26391.json","3","1","0.6484395861625671","1"
"10580.json","3","1","0.5292752385139465","1"
"29508.json","8","1","0.064781554043293","4"
"51506.json","3","1","0.2985423803329468","3"
"74698.json","3","1","0.9293223023414612","1"
"23106.json","3","1","0.62502521276474","1"
"6693.json","3","1","0.6731166839599609","1"
"32618.json","6","2","0.08838244527578354","1"
"41631.json","2","1","0.4569401741027832","1"
"59413.json","4","1","0.02302798256278038","1"
"73610.json","3","1","0.26508837938308716","1"
"37714.json","4","1","0.050040777772665024","1"
"42716.json","9","1","0.20827122032642365","6"
"58445.json","30","4","0.0","4"
"26370.json","3","1","0.25476330518722534","1"
"25645.json","3","1","0.9258010387420654","2"
"45414.json","24","3","0.0013210517354309559","2"
"73128.json","8","2","0.4617001712322235","3"
"41884.json","8","1","0.00837014615535736","1"
"24950.json","4","2","0.9129989743232727","2"
"6460.json","4","1","0.5942256450653076","3"
"77088.json","44","10","0.0","4"
"52896.json","3","1","0.12954498827457428","1"
"455.json","7","2","0.18167132139205933","3"
"3337.json","13","2","0.014643445611000061","7"
"66692.json","3","1","0.1159544363617897","4"
"21362.json","1","1","0.9840699434280396","3"
"25153.json","4","1","0.06801747530698776","1"
"19196.json","5","2","0.03888795152306557","3"
"36514.json","12","3","0.05025215819478035","1"
"3596.json","10","2","0.06562760472297668","1"
"54766.json","3","1","0.35077983140945435","1"
